City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
300,gulu,UG,2021-01-16 19:01:58,2.7746,32.299,77.76,34,99,2.51
301,broome,US,2021-01-16 19:03:50,42.2506,-75.833,34.0,93,90,10.36
302,east london,ZA,2021-01-16 19:03:08,-33.0153,27.9116,68.0,68,0,5.75
303,prince rupert,CA,2021-01-16 19:00:00,54.3161,-130.3201,42.8,81,90,16.11
304,kawardha,IN,2021-01-16 19:03:50,22.0167,81.25,57.83,35,0,3.91
305,idlib,SY,2021-01-16 19:03:50,35.9306,36.6339,50.0,100,75,6.91
306,ossora,RU,2021-01-16 19:03:50,59.2353,163.0719,-14.73,83,99,6.42
307,garachine,PA,2021-01-16 19:03:50,8.0647,-78.3628,83.64,69,53,8.14
308,winnemucca,US,2021-01-16 19:03:51,40.973,-117.7357,44.6,61,1,11.5
309,basco,PH,2021-01-16 19:03:51,20.4487,121.9702,72.54,83,56,30.8
310,kieta,PG,2021-01-16 19:03:51,-6.2167,155.6333,79.0,79,100,1.14
311,grand-lahou,CI,2021-01-16 19:03:51,5.1367,-5.0242,79.81,80,11,8.63
312,kamphaeng phet,TH,2021-01-16 19:03:51,16.25,99.5,71.89,57,0,4.45
313,akdepe,TM,2021-01-16 19:03:51,42.0551,59.3788,24.8,100,0,6.91
314,carsamba,TR,2021-01-16 19:03:10,41.1989,36.7219,42.8,81,75,1.14
315,tunduma,TZ,2021-01-16 19:03:51,-9.3,32.7667,59.59,99,100,0.11
316,hobyo,SO,2021-01-16 19:03:51,5.3505,48.5268,76.87,81,1,18.75
317,pitimbu,BR,2021-01-16 19:03:51,-7.4706,-34.8086,84.2,61,20,14.97
318,talalora,PH,2021-01-16 19:03:51,11.5293,124.8362,76.68,89,93,4.99
319,malpe,IN,2021-01-16 19:03:51,13.35,74.7167,78.8,83,40,5.75
320,cherskiy,RU,2021-01-16 19:03:20,68.75,161.3,-19.95,87,100,4.0
321,durban,ZA,2021-01-16 19:02:46,-29.8579,31.0292,75.0,88,90,5.75
322,yulara,AU,2021-01-16 19:03:20,-25.2406,130.9889,66.2,68,90,9.22
323,tarrafal,CV,2021-01-16 19:03:52,15.2833,-23.7667,71.6,68,0,17.27
324,riberalta,BO,2021-01-16 19:03:52,-10.9833,-66.1,87.8,66,75,18.41
325,bilibino,RU,2021-01-16 19:03:15,68.0546,166.4372,-15.92,85,100,0.69
326,ayagoz,KZ,2021-01-16 19:03:52,47.9714,80.4392,2.12,79,46,2.17
327,tual,ID,2021-01-16 19:03:44,-5.6667,132.75,83.82,74,100,9.78
328,atasu,KZ,2021-01-16 19:03:52,48.6814,71.6433,13.14,91,93,10.89
329,porto novo,BJ,2021-01-16 19:03:52,6.4965,2.6036,82.4,83,40,12.66
330,sarkand,KZ,2021-01-16 19:03:52,45.41,79.9186,33.24,66,0,4.27
331,saint-pierre,RE,2021-01-16 19:00:07,-21.3393,55.4781,82.4,78,75,4.61
332,naron,ES,2021-01-16 19:03:54,43.5167,-8.1528,54.0,87,75,2.3
333,yemelyanovo,RU,2021-01-16 19:03:54,56.1681,92.6767,14.0,62,0,2.24
334,sainte-suzanne,RE,2021-01-16 19:03:54,-20.9061,55.6089,80.6,78,0,16.11
335,montepuez,MZ,2021-01-16 19:03:54,-13.1256,38.9997,72.27,93,100,0.98
336,kununurra,AU,2021-01-16 19:03:54,-15.7667,128.7333,78.8,89,87,5.75
337,kyakhta,RU,2021-01-16 19:03:54,50.3508,106.4494,-9.78,84,94,4.97
338,port hedland,AU,2021-01-16 19:03:54,-20.3167,118.5667,87.8,79,40,14.97
339,acajutla,SV,2021-01-16 19:03:54,13.5928,-89.8275,86.68,54,94,8.1
340,sola,VU,2021-01-16 19:01:14,-13.8833,167.55,75.2,100,20,6.17
341,maputo,MZ,2021-01-16 19:03:54,-25.9653,32.5892,78.8,94,75,8.05
342,yar-sale,RU,2021-01-16 19:03:54,66.8333,70.8333,-5.31,92,82,8.28
343,matadi,CD,2021-01-16 19:03:55,-5.8167,13.45,78.24,78,100,5.44
344,sambava,MG,2021-01-16 19:03:55,-14.2667,50.1667,78.48,80,2,5.21
345,vanavara,RU,2021-01-16 19:03:55,60.34,102.2797,-44.64,76,9,2.3
346,krasnoarmeysk,RU,2021-01-16 19:03:55,51.0239,45.6969,10.99,65,78,8.01
347,pierre,US,2021-01-16 19:03:55,44.3683,-100.351,35.6,51,1,18.41
348,moose factory,CA,2021-01-16 19:03:55,51.2585,-80.6094,17.6,79,90,10.36
349,marawi,PH,2021-01-16 19:03:55,7.9986,124.2928,73.99,95,100,4.0
350,zhezkazgan,KZ,2021-01-16 19:03:30,47.8043,67.7144,10.69,94,0,5.95
351,vikindu,TZ,2021-01-16 19:03:55,-7.0067,39.2985,80.6,83,20,13.8
352,acarau,BR,2021-01-16 19:03:55,-2.8856,-40.12,84.76,65,10,17.98
353,beyneu,KZ,2021-01-16 19:03:55,45.3167,55.2,31.59,92,76,8.84
354,antofagasta,CL,2021-01-16 19:02:12,-23.65,-70.4,75.0,56,20,10.36
355,arlit,NE,2021-01-16 19:03:56,18.7369,7.3853,74.95,16,2,7.96
356,palmer,US,2021-01-16 19:03:01,42.1584,-72.3287,42.01,100,75,6.91
357,santa cruz balanya,GT,2021-01-16 19:03:56,14.6872,-90.915,77.0,60,40,18.41
358,mitu,CO,2021-01-16 19:03:56,1.1983,-70.1733,84.65,75,100,4.83
359,aksu,CN,2021-01-16 19:03:56,41.1231,80.2644,13.91,86,0,2.8
360,srednekolymsk,RU,2021-01-16 19:03:56,67.45,153.6833,-31.54,80,100,2.44
361,waipawa,NZ,2021-01-16 19:03:56,-41.4122,175.5153,66.2,77,75,19.57
362,wamba,NG,2021-01-16 19:03:56,8.9333,8.6,78.35,19,90,1.16
363,chacabuco,AR,2021-01-16 19:00:17,-34.6417,-60.4739,80.35,42,100,20.83
364,chokurdakh,RU,2021-01-16 19:03:56,70.6333,147.9167,-14.6,88,100,12.82
365,ilhabela,BR,2021-01-16 19:02:30,-23.7781,-45.3581,82.74,68,56,6.44
366,van,TR,2021-01-16 19:03:56,38.4924,43.3831,30.2,86,40,2.3
367,kilindoni,TZ,2021-01-16 19:03:57,-7.9139,39.6668,80.85,83,0,12.35
368,pisco,PE,2021-01-16 19:03:57,-13.7,-76.2167,75.0,73,0,6.91
369,balabac,PH,2021-01-16 19:03:57,7.9868,117.0645,80.11,83,96,12.53
370,padang,ID,2021-01-16 19:03:57,-0.9492,100.3543,77.0,83,20,2.3
371,tiarei,PF,2021-01-16 19:03:57,-17.5333,-149.3333,84.2,65,20,3.44
372,prenzlau,DE,2021-01-16 19:03:57,53.3167,13.8667,28.0,73,2,1.99
373,constitucion,CL,2021-01-16 19:03:57,-35.3333,-72.4167,69.13,44,0,20.33
374,gornopravdinsk,RU,2021-01-16 19:03:57,60.05,69.9,10.08,95,100,6.64
375,baraki barak,AF,2021-01-16 19:03:57,33.9675,68.9486,35.83,60,93,1.48
376,bronnoysund,NO,2021-01-16 19:03:11,65.4625,12.1997,32.0,64,3,13.8
377,makakilo city,US,2021-01-16 19:01:39,21.3469,-158.0858,73.4,83,1,4.61
378,bay city,US,2021-01-16 19:00:19,43.5945,-83.8889,32.0,93,90,12.66
379,tymovskoye,RU,2021-01-16 19:03:57,50.8456,142.655,-19.61,83,0,3.56
380,muisne,EC,2021-01-16 19:03:58,0.6,-80.0333,82.4,83,75,6.91
381,tomatlan,MX,2021-01-16 19:03:58,19.9333,-105.25,89.04,28,98,6.4
382,lata,PT,2021-01-16 19:03:58,40.1629,-8.3327,50.0,81,0,1.41
383,lumeje,AO,2021-01-16 19:03:58,-11.55,20.7833,69.37,83,100,6.51
384,severo-kurilsk,RU,2021-01-16 19:03:15,50.6789,156.125,28.99,97,100,22.21
385,baracoa,CU,2021-01-16 19:03:58,20.3467,-74.4958,81.88,62,100,3.96
386,valparaiso,CL,2021-01-16 19:02:04,-33.0393,-71.6273,73.4,46,0,5.75
387,tigil,RU,2021-01-16 19:03:58,57.8,158.6667,-5.62,84,51,5.84
388,dickinson,US,2021-01-16 19:03:03,29.4608,-95.0513,59.0,21,20,8.05
389,vostok,RU,2021-01-16 19:03:59,46.4856,135.8833,-17.34,88,39,4.21
390,tottori,JP,2021-01-16 19:03:59,35.5,134.2333,41.38,75,100,8.52
391,lianzhou,CN,2021-01-16 19:03:59,24.7811,112.3825,49.59,51,100,10.78
392,sindor,RU,2021-01-16 19:03:59,62.8629,51.8905,-7.29,90,96,7.72
393,ginda,IN,2021-01-16 19:03:59,30.6945,78.4932,48.54,36,0,6.15
394,krasnoyarsk,RU,2021-01-16 19:03:59,56.0097,92.7917,14.0,62,0,2.24
395,longyearbyen,SJ,2021-01-16 19:02:54,78.2186,15.6401,17.6,79,75,3.44
396,sibiti,CG,2021-01-16 19:02:13,-3.6819,13.3499,70.38,96,97,1.95
397,shestakovo,RU,2021-01-16 19:03:59,56.4915,103.96,-27.78,79,100,1.3
398,rasulnagar,PK,2021-01-16 19:03:59,32.3285,73.7814,48.2,100,90,1.68
399,cidreira,BR,2021-01-16 19:03:59,-30.1811,-50.2056,77.16,88,95,11.81
400,natchez,US,2021-01-16 19:04:00,31.5604,-91.4032,48.2,43,1,7.47
401,garowe,SO,2021-01-16 19:04:00,8.4054,48.4845,72.41,61,0,14.99
402,port blair,IN,2021-01-16 19:04:00,11.6667,92.75,77.32,74,29,8.01
403,puerto narino,CO,2021-01-16 19:04:00,-3.7703,-70.3831,89.6,62,40,3.44
404,zhigansk,RU,2021-01-16 19:04:00,66.7697,123.3711,-33.79,82,100,5.35
405,bayir,TR,2021-01-16 19:04:00,37.2687,28.2167,48.2,81,40,6.91
406,nelson bay,AU,2021-01-16 19:02:57,-32.7167,152.15,59.0,88,0,6.91
407,shache,CN,2021-01-16 19:04:00,38.4167,77.2406,17.64,84,0,2.86
408,belaya gora,RU,2021-01-16 19:04:00,68.5333,146.4167,-25.76,86,100,1.5
409,moyo,UG,2021-01-16 19:04:00,3.6609,31.7247,77.04,25,72,3.47
410,hami,CN,2021-01-16 19:03:09,42.8,93.45,14.76,70,0,2.86
411,sainte-adele,CA,2021-01-16 19:04:00,45.9501,-74.1325,32.0,93,90,10.36
412,puerto del rosario,ES,2021-01-16 19:04:01,28.5004,-13.8627,64.4,59,40,19.57
413,itarema,BR,2021-01-16 19:04:01,-2.9248,-39.9167,84.67,65,0,16.35
414,kuala terengganu,MY,2021-01-16 19:04:01,5.3302,103.1408,78.8,78,40,4.61
415,boa vista,BR,2021-01-16 19:04:01,2.8197,-60.6733,89.6,48,75,6.91
416,leua,SK,2021-01-16 19:04:01,48.2156,18.6071,27.0,81,100,8.99
417,miyako,JP,2021-01-16 19:04:01,39.6367,141.9525,28.9,91,0,4.5
418,fort morgan,US,2021-01-16 19:04:01,40.2503,-103.8,42.8,39,40,27.63
419,conceicao da barra,BR,2021-01-16 19:01:04,-18.5933,-39.7322,82.26,63,0,10.65
420,praya,CV,2021-01-16 19:04:01,14.9215,-23.5087,71.6,68,0,17.27
421,rio cuarto,AR,2021-01-16 19:04:01,-33.1307,-64.3499,70.0,40,40,20.71
422,hurricane,US,2021-01-16 19:00:23,37.1753,-113.2899,57.2,28,1,3.44
423,la cruz,MX,2021-01-16 19:04:02,23.9167,-106.9,73.99,62,99,5.01
424,jacareacanga,BR,2021-01-16 19:04:02,-6.2222,-57.7528,88.92,61,46,2.35
425,bitung,ID,2021-01-16 19:04:02,1.4451,125.1824,75.2,94,40,2.3
426,komsomolskiy,UZ,2021-01-16 19:04:02,40.4272,71.7189,35.6,64,0,4.61
427,kudahuvadhoo,MV,2021-01-16 19:04:02,2.6708,72.8944,81.54,70,100,8.14
428,cherlak,RU,2021-01-16 19:04:02,54.155,74.8055,8.82,91,100,11.16
429,petropavlovsk-kamchatskiy,RU,2021-01-16 19:04:02,53.0452,158.6483,14.0,92,75,6.71
430,san quintin,MX,2021-01-16 19:04:02,30.4833,-115.95,74.25,23,0,2.68
431,shu,KZ,2021-01-16 19:04:02,43.5983,73.7614,34.0,91,0,3.0
432,uhlove,UA,2021-01-16 19:04:02,44.8215,33.6045,32.0,78,100,8.77
433,tecoanapa,MX,2021-01-16 19:04:03,16.5167,-98.75,82.2,66,73,9.4
434,wuwei,CN,2021-01-16 19:04:03,37.9281,102.6414,21.0,39,0,6.55
435,laguna,US,2021-01-16 19:04:03,38.421,-121.4238,60.8,59,1,3.44
436,caluquembe,AO,2021-01-16 19:04:03,-13.7833,14.6833,62.01,62,96,7.67
437,zandvoort,NL,2021-01-16 19:04:03,52.3749,4.5341,32.0,100,75,12.66
438,coquimbo,CL,2021-01-16 19:04:03,-29.9533,-71.3436,64.4,68,20,16.11
439,konskie,PL,2021-01-16 19:04:03,51.1917,20.4061,26.01,10,100,14.94
440,listvyanka,RU,2021-01-16 19:04:04,51.8535,104.8693,5.0,85,75,4.47
441,angleton,US,2021-01-16 19:03:02,29.1694,-95.4319,61.0,18,1,11.5
442,dejen,ET,2021-01-16 19:04:04,10.1667,38.1333,60.15,43,38,4.32
443,vredendal,ZA,2021-01-16 19:02:13,-31.6683,18.5012,65.64,75,0,9.86
444,brae,GB,2021-01-16 19:04:04,60.3964,-1.353,44.6,87,90,13.8
445,navahrudak,BY,2021-01-16 19:04:04,53.6,25.8333,-6.77,93,23,5.12
446,east angus,CA,2021-01-16 19:04:04,45.4834,-71.6658,37.4,80,90,8.05
447,cedar city,US,2021-01-16 19:00:00,37.6775,-113.0619,48.2,40,1,14.97
448,marshfield,US,2021-01-16 19:00:32,44.6689,-90.1718,36.0,80,90,10.36
449,tanabi,BR,2021-01-16 19:04:04,-20.6264,-49.6492,84.2,51,75,9.22
450,nome,US,2021-01-16 19:04:05,64.5011,-165.4064,8.6,78,74,5.75
451,puerto madryn,AR,2021-01-16 19:04:05,-42.7692,-65.0385,68.41,38,82,25.17
452,yumen,CN,2021-01-16 19:04:05,40.2833,97.2,17.13,69,0,24.29
453,slave lake,CA,2021-01-16 19:04:05,55.2834,-114.769,37.4,56,75,16.11
454,russkaya polyana,UA,2021-01-16 19:04:05,49.417,31.9201,7.02,89,80,8.01
455,waingapu,ID,2021-01-16 19:04:05,-9.6567,120.2641,77.45,83,100,4.36
456,jizan,SA,2021-01-16 19:04:05,17.3333,42.6667,78.8,78,0,4.61
457,lorengau,PG,2021-01-16 19:03:35,-2.0226,147.2712,82.63,79,100,11.48
458,saurimo,AO,2021-01-16 19:04:05,-9.6608,20.3916,66.06,93,95,3.24
459,bafoulabe,ML,2021-01-16 19:04:06,13.8065,-10.8321,84.36,12,100,4.21
460,raga,SS,2021-01-16 19:04:06,8.4596,25.678,73.44,21,0,4.52
461,monte azul,BR,2021-01-16 19:04:06,-15.155,-42.8747,80.62,65,96,5.59
462,talavera de la reina,ES,2021-01-16 19:04:06,39.9635,-4.8308,35.62,82,0,3.27
463,cabo san lucas,MX,2021-01-16 18:59:16,22.8909,-109.9124,77.0,37,20,5.75
464,fare,PF,2021-01-16 19:04:06,-16.7,-151.0167,81.14,76,4,11.68
465,yarmouth,US,2021-01-16 19:04:06,41.7057,-70.2286,50.0,87,90,14.97
466,aksarka,RU,2021-01-16 19:04:06,66.5606,67.7975,-10.68,90,98,8.75
467,chodavaram,IN,2021-01-16 19:04:06,17.8333,82.95,71.6,88,0,2.3
468,da lat,VN,2021-01-16 19:04:06,11.9465,108.4419,52.81,86,96,2.89
469,aranos,NA,2021-01-16 19:04:06,-24.1333,19.1167,79.36,42,0,10.02
470,batsfjord,NO,2021-01-16 19:03:11,70.6345,29.7185,34.7,89,100,17.29
471,almaznyy,RU,2021-01-16 19:04:07,48.0448,40.045,8.6,72,0,2.24
472,roald,NO,2021-01-16 19:04:07,62.5833,6.1333,28.4,69,0,3.44
473,suzaka,JP,2021-01-16 19:04:07,36.65,138.3167,32.0,80,100,3.0
474,muret,FR,2021-01-16 19:04:07,43.3333,1.25,41.0,75,0,1.14
475,taganak,PH,2021-01-16 19:04:07,6.0833,118.3,75.2,100,40,2.3
476,san rafael,AR,2021-01-16 19:04:07,-34.6177,-68.3301,76.46,21,0,8.84
477,morehead,US,2021-01-16 19:04:07,37.2711,-87.1764,39.0,65,90,12.66
478,chernyshevskiy,RU,2021-01-16 19:04:07,63.0128,112.4714,-41.13,82,100,3.29
479,vilyuysk,RU,2021-01-16 19:04:07,63.7553,121.6247,-42.99,80,92,5.91
480,deputatskiy,RU,2021-01-16 19:04:07,69.3,139.9,-22.7,89,100,2.35
481,buluang,PH,2021-01-16 19:04:07,13.3068,123.3425,74.89,91,100,4.29
482,kiama,AU,2021-01-16 19:04:08,-34.6833,150.8667,60.01,66,0,3.0
483,pachino,IT,2021-01-16 19:04:08,36.7186,15.0907,43.0,93,20,4.61
484,arman,RU,2021-01-16 19:04:08,59.7,150.1667,-17.68,78,10,10.89
485,honiton,GB,2021-01-16 19:02:53,50.7996,-3.189,46.99,84,98,1.99
486,bonthe,SL,2021-01-16 19:03:07,7.5264,-12.505,79.84,76,99,9.28
487,kungurtug,RU,2021-01-16 19:04:08,50.5994,97.5228,-3.37,86,100,1.05
488,hofn,IS,2021-01-16 19:03:12,64.2539,-15.2082,41.34,70,100,24.74
489,mitsamiouli,KM,2021-01-16 19:04:08,-11.3847,43.2844,80.96,76,3,6.87
490,freeport,US,2021-01-16 19:03:09,40.6576,-73.5832,50.0,66,75,12.66
491,sawang daen din,TH,2021-01-16 19:04:08,17.4753,103.4575,69.01,72,0,11.74
492,mtambile,TZ,2021-01-16 19:04:08,-5.3833,39.7,79.21,82,0,11.56
493,aitape,PG,2021-01-16 19:04:08,-3.1374,142.3475,79.18,83,100,4.25
494,karratha,AU,2021-01-16 19:04:08,-20.7377,116.8463,88.86,50,84,6.89
495,chumikan,RU,2021-01-16 19:04:09,54.7183,135.315,-20.85,82,0,11.92
496,port elizabeth,ZA,2021-01-16 19:04:09,-33.918,25.5701,69.8,78,0,23.02
497,straumen,NO,2021-01-16 19:04:09,63.8709,11.2999,28.99,86,0,9.22
498,singapore,SG,2021-01-16 19:01:41,1.2897,103.8501,78.8,89,75,9.22
499,jalu,LY,2021-01-16 19:04:09,29.0331,21.5482,53.4,45,0,8.86
500,jumla,NP,2021-01-16 19:04:09,29.2747,82.1838,41.32,49,0,3.76
501,sao joao da barra,BR,2021-01-16 19:02:52,-21.6403,-41.0511,86.0,51,20,25.32
502,namibe,AO,2021-01-16 19:04:09,-15.1961,12.1522,75.49,65,0,8.28
503,pochutla,MX,2021-01-16 19:04:09,15.7432,-96.4661,88.0,48,20,6.91
504,belmonte,BR,2021-01-16 19:04:09,-15.8631,-38.8828,84.2,74,20,6.91
505,taoudenni,ML,2021-01-16 19:04:09,22.6783,-3.9836,62.8,25,46,11.7
506,kupang,ID,2021-01-16 19:04:10,-10.1667,123.5833,79.32,80,100,3.83
507,road town,VG,2021-01-16 19:04:10,18.4167,-64.6167,84.2,61,20,9.22
508,lasa,IT,2021-01-16 19:04:10,46.6166,10.7002,27.0,73,0,8.05
509,chapais,CA,2021-01-16 19:04:10,49.7834,-74.8492,26.6,86,90,10.36
510,gwadar,PK,2021-01-16 19:04:10,25.1216,62.3254,67.78,60,0,3.44
511,fort nelson,CA,2021-01-16 19:00:09,58.8053,-122.7002,8.6,92,20,2.3
512,bichura,RU,2021-01-16 19:04:10,50.5881,107.6022,-0.62,87,100,6.2
513,coihaique,CL,2021-01-16 19:04:10,-45.5752,-72.0662,68.0,45,40,11.5
514,marsa matruh,EG,2021-01-16 19:04:10,31.3525,27.2453,61.0,59,0,17.49
515,olafsvik,IS,2021-01-16 19:04:11,64.8945,-23.7142,36.14,95,100,24.25
516,ribeira grande,PT,2021-01-16 19:03:16,38.5167,-28.7,60.8,94,75,9.22
517,umm lajj,SA,2021-01-16 19:03:11,25.0213,37.2685,69.93,51,0,8.23
518,lavrentiya,RU,2021-01-16 19:04:11,65.5833,-171.0,-7.24,85,100,7.92
519,maniitsoq,GL,2021-01-16 19:02:59,65.4167,-52.9,19.62,89,100,18.23
520,bati,ET,2021-01-16 19:04:11,11.1833,40.0167,61.34,50,0,2.93
521,rio branco,BR,2021-01-16 19:04:11,-9.9747,-67.81,87.8,58,40,11.5
522,iberia,US,2021-01-16 19:04:11,29.9502,-91.7507,53.6,40,1,9.22
523,mont-de-marsan,FR,2021-01-16 19:04:11,44.0,-0.6667,46.4,76,0,2.3
524,lagoa,PT,2021-01-16 19:04:11,39.05,-27.9833,60.12,85,50,13.15
525,avera,US,2021-01-16 19:04:11,33.194,-82.5271,48.2,34,40,18.41
526,kikwit,CD,2021-01-16 19:04:12,-5.041,18.8162,73.18,81,100,0.96
527,fez,MA,2021-01-16 18:59:53,34.0372,-4.9998,46.4,87,0,4.61
528,pontianak,ID,2021-01-16 19:04:12,-0.0333,109.3333,77.0,94,90,4.61
529,samdrup jongkhar,BT,2021-01-16 19:04:12,26.9167,91.6167,52.54,71,24,3.06
530,tessalit,ML,2021-01-16 19:03:17,20.1986,1.0114,62.08,22,99,10.49
531,norilsk,RU,2021-01-16 19:04:12,69.3535,88.2027,-26.39,71,0,6.87
532,kichera,RU,2021-01-16 19:04:12,55.9375,110.0997,-26.54,69,14,7.34
533,lensk,RU,2021-01-16 19:04:12,60.7253,114.9278,-46.35,74,45,3.89
534,pundaguitan,PH,2021-01-16 19:04:12,6.3711,126.1689,80.26,82,100,8.39
535,mazatan,MX,2021-01-16 19:04:12,14.8667,-92.45,89.6,62,20,2.3
536,baykit,RU,2021-01-16 19:04:12,61.67,96.37,-27.0,80,98,3.27
537,yining,CN,2021-01-16 19:04:12,29.0361,114.5636,38.35,71,96,3.13
538,berlevag,NO,2021-01-16 19:02:48,70.8578,29.0864,36.03,86,100,16.11
539,raahe,FI,2021-01-16 19:04:13,64.6833,24.4833,17.6,93,75,2.3
540,huangzhai,CN,2021-01-16 19:04:13,38.0751,112.6595,17.6,35,0,4.47
541,nemuro,JP,2021-01-16 19:02:41,43.3236,145.575,22.8,90,19,16.13
542,guerrero negro,MX,2021-01-16 19:04:13,27.9769,-114.0611,76.78,18,0,5.5
543,mala danylivka,UA,2021-01-16 19:04:13,50.0635,36.1656,6.8,78,0,6.71
544,wanning,CN,2021-01-16 19:04:13,18.8003,110.3967,67.32,83,56,8.41
545,svetlaya,RU,2021-01-16 19:04:13,46.5389,138.3297,1.87,82,0,9.91
546,mocuba,MZ,2021-01-16 19:04:13,-16.8392,36.9856,78.91,84,100,1.66
547,gat,IL,2021-01-16 19:04:13,31.61,34.7642,57.0,100,3,10.42
548,tommot,RU,2021-01-16 19:03:45,58.9564,126.2925,-35.07,80,100,2.71
549,waddan,LY,2021-01-16 19:04:13,29.1614,16.139,52.54,44,0,5.57
550,andenes,NO,2021-01-16 19:04:13,69.3143,16.1194,37.0,93,90,5.75
551,srandakan,ID,2021-01-16 19:04:14,-7.9386,110.2506,76.14,85,100,5.12
552,oistins,BB,2021-01-16 19:03:41,13.0667,-59.5333,84.2,58,0,17.27
553,champerico,GT,2021-01-16 19:04:14,14.3,-91.9167,91.4,55,40,9.22
554,kavaratti,IN,2021-01-16 19:04:14,10.5669,72.642,81.68,77,0,7.31
555,puri,IN,2021-01-16 19:04:14,19.8,85.85,66.2,88,0,5.41
556,salto,UY,2021-01-16 19:01:34,-31.3833,-57.9667,80.6,74,90,17.27
557,patrasaer,IN,2021-01-16 19:04:14,23.2167,87.5167,58.39,46,27,4.68
558,nadym,RU,2021-01-16 19:04:14,65.5333,72.5167,-9.27,91,96,5.64
559,vao,NC,2021-01-16 19:04:14,-22.6667,167.4833,77.77,89,100,11.56
560,butte,US,2021-01-16 19:04:14,39.6499,-121.5677,62.01,67,1,2.17
561,port augusta,AU,2021-01-16 19:04:15,-32.5,137.7667,62.6,77,90,13.8
562,isangel,VU,2021-01-16 19:04:15,-19.55,169.2667,79.68,87,100,19.57
563,kruisfontein,ZA,2021-01-16 19:03:03,-34.0033,24.7314,70.0,69,36,4.0
564,raudeberg,NO,2021-01-16 19:04:15,61.9875,5.1352,33.01,56,100,9.24
565,syracuse,IT,2021-01-16 19:03:09,37.0881,15.2792,50.0,71,20,11.5
566,bayangol,RU,2021-01-16 19:04:15,50.6977,103.4656,-16.1,83,81,3.09
567,sayat,TM,2021-01-16 19:03:21,38.7839,63.8803,46.4,66,0,6.91
568,ketchikan,US,2021-01-16 19:03:27,55.3422,-131.6461,41.0,93,90,25.32
569,kenai,US,2021-01-16 19:04:15,60.5544,-151.2583,34.0,69,90,24.16
570,evensk,RU,2021-01-16 19:04:15,61.95,159.2333,-20.67,75,0,9.8
