City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
658,saint-maximin-la-sainte-baume,FR,43.4521,5.8622,48.0,43,0,14.0,clear sky
659,ust-maya,RU,60.4167,134.5333,-48.14,76,100,1.59,overcast clouds
660,biak,ID,-0.9131,122.8766,76.03,86,100,6.11,light rain
661,quatre cocos,MU,-20.2078,57.7625,81.0,83,40,11.5,scattered clouds
662,cururupu,BR,-1.8283,-44.8683,88.29,57,38,7.34,scattered clouds
663,orcopampa,PE,-15.2661,-72.3417,57.81,38,71,8.32,broken clouds
664,portobelo,PA,9.55,-79.65,90.0,75,38,8.99,scattered clouds
665,tumpat,MY,6.1978,102.171,78.8,78,20,6.91,few clouds
666,juneau,US,58.3019,-134.4197,44.6,81,90,12.66,moderate rain
667,vagur,FO,61.4732,-6.8119,42.19,77,95,30.24,light rain
668,coxim,BR,-18.5067,-54.76,73.54,92,100,7.27,overcast clouds
669,pokaran,IN,26.9167,71.9167,64.27,24,0,9.66,clear sky
670,cravo norte,CO,6.3017,-70.2041,91.17,42,74,12.21,broken clouds
671,havoysund,NO,70.9963,24.6622,37.4,81,75,18.41,broken clouds
672,gama,ES,42.748,-4.2068,52.0,86,20,4.61,few clouds
673,shangqiu,CN,34.45,115.65,36.0,39,0,8.97,clear sky
